population_thousands,industrial_output_index,avg_temperature_c,precipitation_mm,water_pricing_tier,infrastructure_age_years,leakage_rate_percent,agricultural_share_percent,conservation_programs,metering_coverage,climate_type,economic_development,water_consumption_ml_per_capita
237.0,65.39276265738559,34.86246898855733,30.014456764390296,Low,87.94155397006473,33.270797395718986,68.10396061461952,Advanced,,Temperate,Medium,423.35493001819015
985.0,84.26678816207236,23.65141019037697,109.13775212013906,Very High,47.11734189102153,15.038893956171403,31.686101593598195,Advanced,Complete,Semi-Arid,Low,316.49891468814013
727.0,44.9521585245848,11.356431637511013,71.31730768687,Medium,83.2261913780645,8.445123834057057,78.70227453593985,Basic,Partial,Temperate,Medium,336.5173078342429
846.0,9.970994197224648,23.50071395474125,147.0673010601382,Very High,37.58724703466047,21.53621601268116,36.06285380147398,None,Partial,Arid,Low,109.08867746129292
789.0,94.93990796622654,15.98530831754441,121.71709706670897,High,97.56692814911972,6.479449316217913,35.89217573732193,Advanced,Partial,Semi-Arid,,498.11507580591046
971.0,72.46460448756605,29.942657315575495,245.31331482882976,High,71.59794436676009,35.635599584429904,39.048806705586045,None,Complete,Arid,Low,240.18637978218584
701.0,14.098717506948411,10.911666666253291,238.78126872151526,,58.02731478793959,39.2933470426058,53.61499743771858,Comprehensive,Partial,Semi-Arid,Low,471.2738021954847
440.0,8.684098733640012,31.264776082727792,125.68504570765188,Medium,65.73017667213735,13.507518831140626,36.78321504158263,Basic,Partial,Humid,High,
171.0,41.3470622082118,30.003824201872266,237.40707720224137,High,38.2501854552515,39.93784727355368,39.75539753993404,Basic,Partial,Humid,High,490.53520858843484
454.0,13.650465293006741,10.746362621909446,240.0401903563615,High,72.75133929135825,32.71380205867099,54.061774457783116,Basic,Complete,Arid,Medium,322.9365119952518
888.0,84.31238517399467,17.71339424823086,58.8756923785558,Medium,84.65027731849842,33.07947021100091,1.7215502438327324,Comprehensive,Partial,Semi-Arid,Low,190.49589219524827
703.0,,32.91337967043341,219.32038367791424,Very High,63.44976436980965,20.554578021746714,47.96194076585557,Advanced,Partial,Arid,High,265.8415347643214
,76.70366594157193,31.958794162563084,234.72180772233148,Very High,30.03091421831214,26.4409627275126,11.132427996766019,None,Complete,Semi-Arid,Medium,108.31317267612522
603.0,77.9620753475096,27.001008866505487,293.86806522880556,High,33.91733992033774,13.488060506644073,37.85734932430444,Comprehensive,Partial,Semi-Arid,High,461.76718487851053
719.0,93.51756400791886,30.808422043679617,99.81827620745266,,45.061171811383645,21.41994858124528,49.62211724635481,Advanced,Complete,Temperate,Medium,199.7170009244088
469.0,59.59820623124591,34.38606103876267,246.432636771732,High,33.75420023259703,11.374669902749691,71.43846795852193,Basic,Complete,Semi-Arid,High,156.98525418453596
421.0,48.18666757645733,32.09375926491721,43.24695855633741,High,25.92710703533468,27.48111188880629,60.142630605839635,None,,Semi-Arid,Low,415.93605625515215
72.0,84.36335453604455,17.187571522105344,157.90743966199852,High,87.43192635166393,9.993798287391165,32.54788160951611,None,Partial,Temperate,High,363.3501387591024
245.0,99.41512138625464,27.88828772401274,39.47462293464837,High,33.39799992980453,5.916069591906817,73.42603292980066,Basic,Partial,Temperate,Medium,272.0458386299222
848.0,9.172533768882351,31.134894004674234,252.79639005176975,Very High,11.949138600785057,36.986478656935844,25.873172593046032,Basic,Complete,Arid,Medium,59.89424385585288
705.0,16.056744146383238,18.201459222534005,188.3989680258668,Medium,19.037118823996703,5.031775821046218,66.05376601375579,Comprehensive,Partial,Humid,Low,108.07767946828562
52.0,35.40942778256444,21.812911593347966,172.4626287071783,Low,44.49638328755323,5.758939413739181,36.97597179210979,Advanced,Complete,Arid,Medium,144.99716796656548
47.0,20.358382815814792,27.645891372616973,163.96073052512793,Medium,72.247988528675,,60.56653892731792,Comprehensive,Complete,Semi-Arid,High,260.46145257867545
402.0,,27.534930412769924,197.8310217643016,High,65.75739143201315,25.287499422048864,39.291426669983295,Basic,,Temperate,High,150.28941666660762
370.0,0.8766691248649039,30.163841204518743,107.68796260530738,High,71.14562762887437,8.416468021760775,2.471884437949363,None,Partial,Temperate,Low,274.69970089460185
951.0,79.7655904636053,11.166080594617197,,Low,23.92021867339995,7.324925809058333,40.0607053758548,,Complete,Humid,Low,249.77478659423875
797.0,59.3053138313533,12.994677805732817,107.8812315252277,Very High,52.098894510015704,10.941687885975806,75.22002652383829,Basic,Complete,Arid,High,181.85004495139708
533.0,85.91962949752887,30.337443794217588,193.80859856924113,Low,15.873824149908804,28.07073557539066,74.05115525650963,None,Complete,Arid,High,339.03428322547194
120.0,2.4501268039763935,12.135486998573944,277.4932618298911,Low,87.95245177710203,33.291991546228004,37.69885143136758,Basic,Partial,Humid,High,392.5071844156688
602.0,72.77620844256163,16.0430554686386,254.71289245251054,High,37.805931934083326,38.169447093329225,1.6476744951077116,None,Complete,,Low,
301.0,66.8838161861861,21.196762001871882,191.09835826971226,High,23.38070874405787,35.73387161496919,52.39749895170298,,Partial,Arid,,197.73701453293734
650.0,96.98767213492462,,282.88438430278137,High,73.50797272765351,30.418673837427317,23.809356388039777,Comprehensive,Partial,Semi-Arid,Medium,288.79167241130887
891.0,22.460256358086404,22.97043667172654,10.596769818383677,Medium,69.49913341335129,8.698401436191833,40.62362368900051,None,Complete,Semi-Arid,High,66.1658172685091
953.0,32.852339903359386,31.914093244731937,100.23227986084827,Medium,31.173616151909123,37.14558160226441,55.9175371864168,Advanced,,Humid,Medium,464.3314865833017
769.0,,14.017654230369587,74.60048122959346,Medium,16.40900411908748,32.50596714874935,20.832551020958576,None,Partial,Temperate,Low,325.10485045263874
117.0,8.931112143189956,22.66448949922757,265.8570529538798,Low,38.804808857142156,20.773796745975716,8.467250018425583,Basic,Complete,Humid,Low,63.30094983461466
726.0,74.73724901020647,25.449351816736687,27.68197554856302,Low,36.20011471325053,15.3771094361451,8.021004485409549,Advanced,Complete,Semi-Arid,Low,294.4437141624336
31.0,32.98802440380722,12.606195195169626,289.661536506387,Low,60.951739626881036,34.17355041788649,8.849810237886713,Basic,Partial,Arid,Low,151.1814844515706
,46.35434515812473,18.893168431950404,88.54261777964832,Very High,50.87220377227539,30.724938700433036,56.82393688278172,Comprehensive,Complete,Humid,Medium,339.19810117647984
962.0,93.69152283393724,10.378344901819307,98.87900866035083,High,36.764618428587994,15.040472469105762,73.3459861924341,Comprehensive,Partial,Humid,High,288.0829374042221
188.0,98.25118969346754,25.295413561773934,256.577648340548,High,50.34169757039581,,50.53408707350548,None,Complete,Arid,Low,152.5675333528047
467.0,95.37889631321785,15.824111193576826,105.00766366506255,High,81.47082549249512,38.82192846516309,19.539223519102578,Advanced,Complete,Humid,High,345.7750701511322
,38.73098040929972,33.38585554429129,,,70.43355184771826,27.72071974411753,11.631026024615059,Advanced,Partial,Semi-Arid,Medium,465.0030465259097
283.0,19.420447709676314,26.66577781853865,225.10866922513082,High,28.606839060953824,8.028695678858746,55.59461164349638,None,Partial,Arid,High,280.37474173270607
340.0,56.65477009742692,11.178384369190505,55.73808345380964,Medium,49.745829038056954,23.65838737863544,37.67909997342953,None,Complete,Semi-Arid,Medium,335.73660645157065
827.0,16.464363738216214,34.34821742070508,172.23968888643526,Medium,61.618464552678894,33.60124932391319,8.130343626869623,,Complete,Semi-Arid,Low,
68.0,11.733791396065197,28.479731457143792,169.62349578838646,High,32.01122704516405,29.93362934124267,28.67546592169756,Basic,,Humid,High,201.80593858856628
754.0,50.98630572108569,14.22413696612329,9.062252706739981,Medium,46.43142785783346,30.721389019998462,54.44225368708611,Comprehensive,Partial,Arid,Medium,434.2407032781188
401.0,5.683621721385467,21.597425968223614,11.707716345644226,Medium,63.32269652731207,26.78591292971788,65.6430713101269,Basic,,Arid,Low,78.2186208504545
840.0,13.971243921873933,30.116009378996626,,Very High,74.76433834496183,17.751459990511275,68.55245775127868,Advanced,Partial,Semi-Arid,High,267.84559715369113
812.0,21.56167214068896,31.869044068372695,129.78503028499404,Very High,19.39532131931924,20.621311645952442,20.866108919797686,None,Partial,Semi-Arid,Low,495.375569228228
621.0,57.31542758811115,15.577938481621658,272.85617005513564,High,20.29698457956946,7.411415000147279,58.8007150678703,Basic,Partial,Humid,Low,245.63821151431296
393.0,37.576069081800824,11.92424888056667,80.74112823485464,High,91.55748805773807,21.681682850824483,72.06565366162772,Advanced,Complete,Semi-Arid,Medium,346.9712683271333
164.0,92.59413532560318,16.096456443814635,168.55619312291057,High,58.877111708215295,36.56618899045462,73.67868461656744,Advanced,Partial,Semi-Arid,Medium,325.84316008804154
472.0,50.79899420374184,30.13777402958486,136.93604334144814,,30.040593411907984,8.099989571496575,66.53274501538355,Basic,Complete,Arid,Medium,273.96327244297714
459.0,88.00268927099582,27.915347532395078,16.83758955439916,Medium,77.2282477002132,9.329237495768144,12.215154629930689,Advanced,Partial,Arid,Medium,445.2960346183344
881.0,11.766188918183296,13.912267866563397,134.9352930620119,Medium,16.153476171723764,10.790583643384632,58.32992185421327,Basic,,Arid,Medium,483.44981429859683
334.0,0.9006905576705693,31.667649401530465,166.9183432803331,Low,91.69345900493758,5.00522441191682,39.5263689528553,Basic,Partial,Humid,High,331.6851658169118
,83.8577705363599,16.019408801511446,276.3098769679422,Very High,25.428506510269578,30.97132035177743,2.372377845260294,None,Complete,Temperate,Low,74.26243338815374
788.0,57.62078393078639,10.265828572595176,297.1343386213716,Low,47.854396038468806,20.956858877205413,1.6217867775163608,Comprehensive,Complete,Humid,Medium,308.60304026207626
170.0,72.73222012789428,33.5249757238585,77.39019982726377,Low,42.84324238656937,25.753987042170927,27.013754040865656,Advanced,Partial,Humid,High,340.09230022483126
,37.436019561640386,16.817171941645668,59.450742298467674,High,39.46040895398758,11.377547593124717,61.84254641371891,Advanced,Partial,Humid,Medium,149.04061095740252
559.0,27.683604526926263,22.804434612486002,,Very High,23.99988430231238,8.70621946602723,2.86845220795076,Comprehensive,Complete,Semi-Arid,Medium,445.1499984952453
642.0,11.528390220806994,10.709118075140042,21.160797343733506,Low,89.36174770447349,11.712021829760806,73.61890064707002,Advanced,Partial,Semi-Arid,High,
417.0,36.198345246883676,15.575139812497046,,High,,33.32508713335808,65.28917818122216,None,Complete,Temperate,,324.27799572270817
46.0,19.713714843126795,32.31413677933347,219.9381269831106,Medium,60.69611589928254,37.662656030702735,17.504942900937664,Advanced,Partial,Semi-Arid,Low,211.17004346746188
314.0,52.257465081370924,26.048677401411624,213.76561027300943,Medium,40.12705275261034,20.927779911391944,37.343842207124965,Comprehensive,Complete,Temperate,Medium,383.21649780005595
719.0,45.28603736572919,11.385144359110408,250.13764552465025,,22.6348924942258,18.927828624721514,74.55509451069655,Basic,Partial,,Low,239.22033405668816
377.0,9.545136670565647,12.679067594032597,186.85036705911116,Low,85.72457593640486,26.78260939915844,23.079498268255733,Advanced,Partial,Arid,High,226.74838761409097
552.0,65.80201032768736,21.62165543975707,294.8013409062745,High,28.588926278769296,36.5226792269962,9.418019694533513,Basic,Complete,Semi-Arid,Low,442.7586290176059
532.0,6.926592935456433,,262.97294502087806,High,14.935681404193257,25.820515139735228,65.36247785800452,Basic,Complete,Humid,Medium,216.9037328403571
521.0,92.71723510442696,30.227066544809922,29.867077967206544,Low,65.76602696830622,14.149911521757772,28.839975697352706,Basic,Partial,Humid,Medium,284.6168665755014
11.0,78.94998866086593,21.025269929152312,206.85341402444504,High,35.32890049637956,11.973807042906785,15.963599632251748,Advanced,Complete,Temperate,Medium,220.39883554815606
551.0,3.9897426653775936,,48.101644381558586,Low,76.93378645057022,6.2539817011413605,57.33734855312565,None,Partial,Temperate,Low,184.47752053848964
555.0,29.32348048218931,17.133483109352238,153.5000118339154,Low,58.36037018546833,20.992353662656495,77.29574045001156,None,Partial,Semi-Arid,High,78.08377714794197
863.0,1.2862582498927133,10.432195782418853,223.8772293014405,Low,39.80981275495231,19.48971752699414,69.27217734439088,Basic,Complete,Humid,High,190.53072369480685
377.0,,30.712543880757828,279.80074386895694,High,,10.6520117997938,,Comprehensive,Complete,Humid,Medium,279.6582533213795
372.0,47.19584554157785,15.130168364327012,148.1705423914374,Low,30.300272342902584,7.2444873875152,60.63099919803338,Basic,Partial,Semi-Arid,Medium,234.44575012712033
906.0,28.683335966379286,22.887935880190206,204.681926953017,High,10.558944325237306,36.55922959480695,17.473253469253642,None,Complete,Temperate,High,60.20688306744838
110.0,23.855964867623126,,101.1308777457635,Very High,,16.690543569235047,2.452645250101604,None,Complete,Semi-Arid,Medium,109.91295397156105
908.0,44.154441902283956,31.2955202261703,101.09547912136337,Low,15.837443431477087,34.88906375307057,33.080264756950484,Basic,Complete,Arid,Medium,173.74419028172775
953.0,75.58163839169956,22.722153469398606,4.161962884527792,Medium,75.52135300747865,25.0139526376077,33.05190410297974,Basic,Partial,Temperate,High,139.8122638069279
136.0,68.97175213635362,29.80513405014127,,Very High,,6.29132223355167,55.12038249393366,None,Complete,Temperate,Low,351.30252568469933
208.0,24.480076961850138,19.40742359656804,115.65586481689941,Low,57.667943289915115,23.373569078293173,21.15105045918046,Advanced,Partial,Temperate,High,
690.0,60.854185593806456,20.281457640035576,128.33670096343022,Low,94.73885865137827,15.615665384564213,62.94574777910352,Advanced,Complete,Humid,Medium,319.61365766744086
672.0,23.784015179318875,,118.81945639010044,Very High,80.8088424353246,8.31888768572249,42.98482782934804,Basic,Partial,Humid,Low,96.52250100565692
111.0,46.8576185317479,23.04443115057437,108.1043493070389,Very High,27.687375298255475,13.891469951174708,0.10884305632392177,Basic,Complete,Humid,Medium,108.99328431150613
117.0,28.840719964172045,30.775603004892286,265.939246111794,Very High,63.75382074503052,31.85134345815339,53.1533600718383,Comprehensive,Partial,Humid,,120.32296990831307
532.0,15.918095228790586,34.07055950205996,,Very High,80.44414503148315,15.940863142596655,46.857523702875824,None,Complete,Humid,Low,372.51075357485917
525.0,33.310902593713585,32.34682074320615,155.44748204987638,Medium,58.60326445532334,22.726434211735086,47.13576968913067,Comprehensive,Partial,Humid,High,135.47304816691835
885.0,6.821605041908874,18.635754672940976,291.8958227998047,High,83.1973299124319,8.934987707231196,41.09686874667473,None,Complete,Humid,High,477.0494368886219
586.0,33.45789603315556,32.18289751155984,188.23290627566917,High,54.419750961325036,31.565609152025647,74.63210190239468,Comprehensive,Complete,Semi-Arid,Medium,260.70071982239506
281.0,11.582066464935881,28.51368384037577,92.77519092788438,High,11.764047736688168,39.55795016660811,15.133762323055047,Basic,Partial,Temperate,High,182.51607241653744
517.0,17.459987769281206,32.1194958974136,142.92169099180686,High,32.06467887836954,19.73973629366585,22.072566006999708,Comprehensive,Complete,Semi-Arid,High,192.51337864018754
179.0,52.89844648745711,22.59477110576126,297.1988417678506,Low,87.50196342191512,39.61400170628849,41.79882739050879,Comprehensive,Partial,Arid,Low,456.70857068758585
57.0,92.47422523406252,12.051222234184058,61.17314818232645,Medium,37.8481056880954,6.939324804414892,65.28661170260476,Basic,Complete,Temperate,High,70.30270922423784
431.0,35.60519975199752,24.375807401988435,211.24039844529915,High,69.47048173773811,22.065487441646,31.354092674733458,Basic,Complete,Humid,Low,360.4238555195078
530.0,30.761207446232998,16.538947649590604,149.37054070097687,Low,20.645508411060245,30.63031121682683,69.07427476079206,Basic,Partial,Arid,Low,272.98622632872116
533.0,58.780654426021194,21.90415516657859,57.10252103800653,Very High,41.29104278359637,7.437499658958929,24.388497556414023,Advanced,Complete,Temperate,High,134.37882594900395
571.0,40.77958090094135,34.65774543061478,158.02023394695044,High,18.366926148631787,6.6267323825717295,11.36743451755101,Advanced,Complete,Semi-Arid,High,274.5351309735962
